Transaction_Text,Ledger
Promotional expense Rs 89796,Marketing Expense
Bank loan installment Rs 246075,Loan Liability
Flight ticket Rs 406662,Travel Expense
AWS hosting charges Rs 1548,Software Expense
Inventory purchase Rs 60106,Purchase Expense
Cloud hosting payment Rs 410320,Software Expense
GST deposited Rs 186665,GST Payable
Business loan payment Rs 212046,Loan Liability
Monthly office rent Rs 387576,Rent Expense
Advertisement charges Rs 406945,Marketing Expense
Insurance renewal Rs 359404,Insurance Expense
TDS deposited Rs 143240,TDS Payable
Insurance renewal Rs 137109,Insurance Expense
Product sale Rs 211042,Sales Revenue
GST liability payment Rs 252173,GST Payable
Health insurance premium Rs 139476,Insurance Expense
Cloud hosting payment Rs 445081,Software Expense
GST liability payment Rs 238926,GST Payable
Uber ride Rs 470629,Travel Expense
TDS deposited Rs 84423,TDS Payable
Uber ride Rs 318102,Travel Expense
Shop rent paid Rs 92685,Rent Expense
Wages paid to workers Rs 97363,Salary Expense
Microsoft 365 subscription Rs 418630,Software Expense
Processing fee charged by bank Rs 337990,Bank Charges
Sales receipt Rs 354785,Sales Revenue
Inventory purchase Rs 258126,Purchase Expense
Shop rent paid Rs 239862,Rent Expense
Flight ticket Rs 218124,Travel Expense
Payroll payment Rs 367051,Salary Expense
Interest credited Rs 211415,Interest Income
FD interest received Rs 479602,Interest Income
Marketing campaign expense Rs 41083,Marketing Expense
Bank loan installment Rs 473261,Loan Liability
RTGS charges Rs 146011,Bank Charges
Professional consultancy fees Rs 208466,Professional Fees
Hotel accommodation Rs 457666,Travel Expense
Insurance renewal Rs 452267,Insurance Expense
Utility charges Rs 401468,Utilities Expense
Revenue from client Rs 82436,Sales Revenue
Business insurance payment Rs 150585,Insurance Expense
AWS hosting charges Rs 135813,Software Expense
NEFT charges Rs 118487,Bank Charges
Office supplies purchase Rs 317587,Purchase Expense
Promotional expense Rs 225610,Marketing Expense
GST liability payment Rs 173956,GST Payable
AWS hosting charges Rs 217797,Software Expense
CA consultation fees Rs 162502,Professional Fees
Insurance expense Rs 159669,Insurance Expense
Monthly office rent Rs 403780,Rent Expense
Interest on loan Rs 248525,Loan Liability
Bank interest income Rs 135879,Interest Income
Google Ads payment Rs 94182,Marketing Expense
Uber ride Rs 196447,Travel Expense
Audit fees Rs 386797,Professional Fees
Cloud hosting payment Rs 82943,Software Expense
Google Ads payment Rs 363857,Marketing Expense
Processing fee charged by bank Rs 165900,Bank Charges
Business travel expense Rs 267715,Travel Expense
Insurance expense Rs 403727,Insurance Expense
Employee bonus payment Rs 288134,Salary Expense
Loan repayment Rs 95056,Loan Liability
Marketing campaign expense Rs 247214,Marketing Expense
FD interest received Rs 234193,Interest Income
Google Workspace subscription Rs 349948,Software Expense
CA consultation fees Rs 467149,Professional Fees
Vehicle insurance premium Rs 201974,Insurance Expense
Monthly office rent Rs 301002,Rent Expense
Service income received Rs 251234,Sales Revenue
Audit fees Rs 437125,Professional Fees
Hotel accommodation Rs 339540,Travel Expense
Office rent payment Rs 234899,Rent Expense
Office rent payment Rs 187989,Rent Expense
GST monthly payment Rs 72610,GST Payable
Telephone expense Rs 14629,Utilities Expense
Payroll payment Rs 153217,Salary Expense
Warehouse rent Rs 460625,Rent Expense
GST deposited Rs 326521,GST Payable
Savings account interest Rs 278370,Interest Income
Insurance renewal Rs 34773,Insurance Expense
Vehicle insurance premium Rs 10026,Insurance Expense
Insurance renewal Rs 93201,Insurance Expense
Cloud hosting payment Rs 377776,Software Expense
Customer invoice generated Rs 23470,Sales Revenue
Insurance expense Rs 26611,Insurance Expense
Business insurance payment Rs 478802,Insurance Expense
GST payment challan Rs 426287,GST Payable
Loan repayment Rs 263224,Loan Liability
Legal advisor fees Rs 450790,Professional Fees
Payroll payment Rs 227555,Salary Expense
Legal advisor fees Rs 191858,Professional Fees
Interest on loan Rs 38283,Loan Liability
Goods purchased Rs 337612,Purchase Expense
Software license renewal Rs 469735,Software Expense
Bank loan installment Rs 428508,Loan Liability
Train ticket Rs 302078,Travel Expense
Customer invoice generated Rs 399329,Sales Revenue
Microsoft 365 subscription Rs 434477,Software Expense
Loan repayment Rs 340154,Loan Liability
Promotional expense Rs 172861,Marketing Expense
CA consultation fees Rs 236159,Professional Fees
CA consultation fees Rs 321895,Professional Fees
Raw material purchase Rs 176910,Purchase Expense
Water bill payment Rs 66473,Utilities Expense
Audit fees Rs 283968,Professional Fees
FD interest received Rs 406610,Interest Income
FD interest received Rs 454057,Interest Income
Audit fees Rs 221387,Professional Fees
Goods purchased Rs 291245,Purchase Expense
Vehicle insurance premium Rs 430701,Insurance Expense
TDS deposited Rs 271218,TDS Payable
Goods purchased Rs 128459,Purchase Expense
Interest credited Rs 499996,Interest Income
FD interest received Rs 282407,Interest Income
Savings account interest Rs 294332,Interest Income
Marketing campaign expense Rs 408763,Marketing Expense
Loan EMI payment Rs 409636,Loan Liability
Vehicle insurance premium Rs 321608,Insurance Expense
Savings account interest Rs 321908,Interest Income
Google Workspace subscription Rs 66034,Software Expense
Software license renewal Rs 307935,Software Expense
Loan EMI payment Rs 427104,Loan Liability
Revenue from client Rs 430310,Sales Revenue
GST monthly payment Rs 325197,GST Payable
Loan repayment Rs 207311,Loan Liability
Business travel expense Rs 127618,Travel Expense
Insurance renewal Rs 332057,Insurance Expense
Product sale Rs 493462,Sales Revenue
Customer invoice generated Rs 248906,Sales Revenue
RTGS charges Rs 289631,Bank Charges
Insurance expense Rs 133446,Insurance Expense
Insurance renewal Rs 34683,Insurance Expense
Flight ticket Rs 347229,Travel Expense
Wages paid to workers Rs 103516,Salary Expense
TDS deposited Rs 237715,TDS Payable
NEFT charges Rs 414150,Bank Charges
GST monthly payment Rs 301901,GST Payable
Bank interest income Rs 15101,Interest Income
Flight ticket Rs 210365,Travel Expense
TDS deposited Rs 130740,TDS Payable
Building lease payment Rs 269088,Rent Expense
Utility charges Rs 88843,Utilities Expense
GST payment challan Rs 109822,GST Payable
Telephone expense Rs 125043,Utilities Expense
Software license renewal Rs 248057,Software Expense
Monthly TDS payment Rs 13173,TDS Payable
Savings account interest Rs 274044,Interest Income
Monthly TDS payment Rs 37897,TDS Payable
Loan EMI payment Rs 150213,Loan Liability
Hotel accommodation Rs 410022,Travel Expense
Microsoft 365 subscription Rs 153966,Software Expense
GST tax paid Rs 450155,GST Payable
Insurance renewal Rs 121144,Insurance Expense
Cheque book charges Rs 365702,Bank Charges
GST deposited Rs 13036,GST Payable
Uber ride Rs 173230,Travel Expense
Office rent payment Rs 256321,Rent Expense
Marketing campaign expense Rs 313469,Marketing Expense
Business insurance payment Rs 424328,Insurance Expense
Internet bill Rs 423988,Utilities Expense
Utility charges Rs 381848,Utilities Expense
Vehicle insurance premium Rs 251670,Insurance Expense
Water bill payment Rs 448037,Utilities Expense
Interest on loan Rs 242180,Loan Liability
Product sale Rs 220068,Sales Revenue
Bank interest income Rs 447156,Interest Income
Marketing campaign expense Rs 251577,Marketing Expense
Revenue from client Rs 283131,Sales Revenue
FD interest received Rs 458792,Interest Income
Monthly staff salary Rs 51680,Salary Expense
Promotional expense Rs 85127,Marketing Expense
Revenue from client Rs 3935,Sales Revenue
Processing fee charged by bank Rs 394832,Bank Charges
Water bill payment Rs 107226,Utilities Expense
GST deposited Rs 66518,GST Payable
GST liability payment Rs 8206,GST Payable
Sales receipt Rs 241127,Sales Revenue
GST payment challan Rs 34958,GST Payable
Internet bill Rs 425003,Utilities Expense
Monthly TDS payment Rs 373056,TDS Payable
Purchase invoice received Rs 357259,Purchase Expense
Cheque book charges Rs 262344,Bank Charges
GST tax paid Rs 270594,GST Payable
TDS challan Rs 377255,TDS Payable
Marketing campaign expense Rs 19372,Marketing Expense
Building lease payment Rs 70439,Rent Expense
Monthly office rent Rs 162298,Rent Expense
Interest on loan Rs 454087,Loan Liability
Audit fees Rs 66570,Professional Fees
Loan repayment Rs 222907,Loan Liability
Product sale Rs 289563,Sales Revenue
TDS government payment Rs 301543,TDS Payable
Loan repayment Rs 146777,Loan Liability
Promotional expense Rs 382171,Marketing Expense
Salary paid to employee Rs 211625,Salary Expense
GST deposited Rs 215574,GST Payable
Interest credited Rs 179416,Interest Income
Savings account interest Rs 384719,Interest Income
Cloud hosting payment Rs 108494,Software Expense
FD interest received Rs 70506,Interest Income
Advertisement charges Rs 133954,Marketing Expense
Warehouse rent Rs 33026,Rent Expense
Google Ads payment Rs 20446,Marketing Expense
Audit fees Rs 327767,Professional Fees
Inventory purchase Rs 293763,Purchase Expense
Cloud hosting payment Rs 339075,Software Expense
Google Ads payment Rs 337261,Marketing Expense
Professional consultancy fees Rs 304528,Professional Fees
Loan EMI payment Rs 399978,Loan Liability
Goods purchased Rs 318499,Purchase Expense
Train ticket Rs 263241,Travel Expense
Bank service charges Rs 113852,Bank Charges
Shop rent paid Rs 393538,Rent Expense
Business travel expense Rs 44530,Travel Expense
TDS challan Rs 21706,TDS Payable
Facebook advertisement Rs 99097,Marketing Expense
Sales receipt Rs 132777,Sales Revenue
Bank service charges Rs 36363,Bank Charges
Tax filing charges Rs 340293,Professional Fees
Employee bonus payment Rs 333760,Salary Expense
NEFT charges Rs 283145,Bank Charges
Product sale Rs 382519,Sales Revenue
TDS government payment Rs 394975,TDS Payable
Purchase invoice received Rs 150215,Purchase Expense
Business loan payment Rs 348509,Loan Liability
GST tax paid Rs 391386,GST Payable
Health insurance premium Rs 32047,Insurance Expense
Monthly staff salary Rs 288050,Salary Expense
Google Workspace subscription Rs 296470,Software Expense
FD interest received Rs 347199,Interest Income
Water bill payment Rs 410040,Utilities Expense
Office supplies purchase Rs 259687,Purchase Expense
RTGS charges Rs 286834,Bank Charges
AWS hosting charges Rs 78714,Software Expense
Loan EMI payment Rs 317800,Loan Liability
Revenue from client Rs 29198,Sales Revenue
Product sale Rs 179305,Sales Revenue
Inventory purchase Rs 277234,Purchase Expense
GST payment challan Rs 85458,GST Payable
